Category,BodyPart,Type of Muscle,Level,Title,Desc,Type,Equipment,Workout,Sets,Reps per Set,Rating,RatingDesc,Goal
Gym,Chest,Chest Isolation,Intermediate,Dumbbell Floor Press - Gethin Variation,"The dumbbell floor press limits the range of motion you would achieve with a regular dumbbell bench press, but still targets the chest, triceps, and anterior delts. This allows you to build strength in the top portion of the lift and work on strengthening the shoulder stabilizers.",Strength,Dumbbell,Chest flyes,3-4,10-15,,,Gain Muscle
Gym,Chest,Chest Isolation,Intermediate,Dumbbell Floor Press - Gethin Variation,"The dumbbell floor press limits the range of motion you would achieve with a regular dumbbell bench press, but still targets the chest, triceps, and anterior delts. This allows you to build strength in the top portion of the lift and work on strengthening the shoulder stabilizers.",Strength,Dumbbell,Cable crossovers,3-4,10-15,,,Gain Muscle
Gym,Chest,Chest Isolation,Intermediate,Dumbbell Floor Press - Gethin Variation,"The dumbbell floor press limits the range of motion you would achieve with a regular dumbbell bench press, but still targets the chest, triceps, and anterior delts. This allows you to build strength in the top portion of the lift and work on strengthening the shoulder stabilizers.",Strength,Dumbbell,Dumbbell flyes,3-4,10-15,,,Gain Muscle
Gym,Chest,Upper Chest,Intermediate,Decline Dumbbell Press - Gethin Variation,The decline dumbbell bench press is an upper body isolation exercise targeting the lower chest. Utilizing dumbbells instead of a barbell increases the difficulty of stabilizing the weight.,Strength,Dumbbell,Incline dumbbell press,3-4,8-12,,,Gain Muscle
Gym,Chest,Upper Chest,Intermediate,Decline Dumbbell Press - Gethin Variation,The decline dumbbell bench press is an upper body isolation exercise targeting the lower chest. Utilizing dumbbells instead of a barbell increases the difficulty of stabilizing the weight.,Strength,Dumbbell,Incline cable crossovers,3-4,10-15,,,Gain Muscle
Gym,Chest,Upper Chest,Intermediate,Decline Dumbbell Press - Gethin Variation,The decline dumbbell bench press is an upper body isolation exercise targeting the lower chest. Utilizing dumbbells instead of a barbell increases the difficulty of stabilizing the weight.,Strength,Dumbbell,Incline dumbbell flyes,3-4,10-15,,,Gain Muscle
Gym,Chest,Lower Chest,Intermediate,Decline Dumbbell Press - Gethin Variation,The decline dumbbell bench press is an upper body isolation exercise targeting the lower chest. Utilizing dumbbells instead of a barbell increases the difficulty of stabilizing the weight.,Strength,Dumbbell,Decline dumbbell press,3-4,8-12,,,Gain Muscle
Gym,Chest,Lower Chest,Intermediate,Decline Dumbbell Press - Gethin Variation,The decline dumbbell bench press is an upper body isolation exercise targeting the lower chest. Utilizing dumbbells instead of a barbell increases the difficulty of stabilizing the weight.,Strength,Dumbbell,Decline cable crossovers,3-4,10-15,,,Gain Muscle
Gym,Chest,Lower Chest,Intermediate,Decline Dumbbell Press - Gethin Variation,The decline dumbbell bench press is an upper body isolation exercise targeting the lower chest. Utilizing dumbbells instead of a barbell increases the difficulty of stabilizing the weight.,Strength,Dumbbell,Decline dumbbell flyes,3-4,10-15,,,Gain Muscle
Gym,Chest,Chest Isolation,Intermediate,Decline Dumbbell Press - Gethin Variation,The decline dumbbell bench press is an upper body isolation exercise targeting the lower chest. Utilizing dumbbells instead of a barbell increases the difficulty of stabilizing the weight.,Strength,Dumbbell,Chest flyes,3-4,10-15,,,Gain Muscle
Gym,Chest,Chest Isolation,Intermediate,Decline Dumbbell Press - Gethin Variation,The decline dumbbell bench press is an upper body isolation exercise targeting the lower chest. Utilizing dumbbells instead of a barbell increases the difficulty of stabilizing the weight.,Strength,Dumbbell,Cable crossovers,3-4,10-15,,,Gain Muscle
Gym,Chest,Chest Isolation,Intermediate,Decline Dumbbell Press - Gethin Variation,The decline dumbbell bench press is an upper body isolation exercise targeting the lower chest. Utilizing dumbbells instead of a barbell increases the difficulty of stabilizing the weight.,Strength,Dumbbell,Dumbbell flyes,3-4,10-15,,,Gain Muscle
Gym,Chest,Upper Chest,Intermediate,Dumbbell chest fly,"The dumbbell chest fly is a popular exercise that targets the pectoral or chest muscles. It attempts to isolate the chest muscles, stretching and contracting them while limiting involvement of the shoulders. Unlike a press, where the elbows bend and flex, flyes should keep a relatively consistent elbow angle. The motion is sometimes compared to ""hugging a tree."" Dumbbell flyes are usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of a chest or upper-body focused workout.",Strength,Dumbbell,Incline dumbbell press,3-4,8-12,,,Gain Muscle
Gym,Chest,Upper Chest,Intermediate,Dumbbell chest fly,"The dumbbell chest fly is a popular exercise that targets the pectoral or chest muscles. It attempts to isolate the chest muscles, stretching and contracting them while limiting involvement of the shoulders. Unlike a press, where the elbows bend and flex, flyes should keep a relatively consistent elbow angle. The motion is sometimes compared to ""hugging a tree."" Dumbbell flyes are usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of a chest or upper-body focused workout.",Strength,Dumbbell,Incline cable crossovers,3-4,10-15,,,Gain Muscle
Gym,Chest,Upper Chest,Intermediate,Dumbbell chest fly,"The dumbbell chest fly is a popular exercise that targets the pectoral or chest muscles. It attempts to isolate the chest muscles, stretching and contracting them while limiting involvement of the shoulders. Unlike a press, where the elbows bend and flex, flyes should keep a relatively consistent elbow angle. The motion is sometimes compared to ""hugging a tree."" Dumbbell flyes are usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of a chest or upper-body focused workout.",Strength,Dumbbell,Incline dumbbell flyes,3-4,10-15,,,Gain Muscle
Gym,Chest,Lower Chest,Intermediate,Dumbbell chest fly,"The dumbbell chest fly is a popular exercise that targets the pectoral or chest muscles. It attempts to isolate the chest muscles, stretching and contracting them while limiting involvement of the shoulders. Unlike a press, where the elbows bend and flex, flyes should keep a relatively consistent elbow angle. The motion is sometimes compared to ""hugging a tree."" Dumbbell flyes are usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of a chest or upper-body focused workout.",Strength,Dumbbell,Decline dumbbell press,3-4,8-12,,,Gain Muscle
Gym,Chest,Lower Chest,Intermediate,Dumbbell chest fly,"The dumbbell chest fly is a popular exercise that targets the pectoral or chest muscles. It attempts to isolate the chest muscles, stretching and contracting them while limiting involvement of the shoulders. Unlike a press, where the elbows bend and flex, flyes should keep a relatively consistent elbow angle. The motion is sometimes compared to ""hugging a tree."" Dumbbell flyes are usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of a chest or upper-body focused workout.",Strength,Dumbbell,Decline cable crossovers,3-4,10-15,,,Gain Muscle
Gym,Chest,Lower Chest,Intermediate,Dumbbell chest fly,"The dumbbell chest fly is a popular exercise that targets the pectoral or chest muscles. It attempts to isolate the chest muscles, stretching and contracting them while limiting involvement of the shoulders. Unlike a press, where the elbows bend and flex, flyes should keep a relatively consistent elbow angle. The motion is sometimes compared to ""hugging a tree."" Dumbbell flyes are usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of a chest or upper-body focused workout.",Strength,Dumbbell,Decline dumbbell flyes,3-4,10-15,,,Gain Muscle
Gym,Chest,Chest Isolation,Intermediate,Dumbbell chest fly,"The dumbbell chest fly is a popular exercise that targets the pectoral or chest muscles. It attempts to isolate the chest muscles, stretching and contracting them while limiting involvement of the shoulders. Unlike a press, where the elbows bend and flex, flyes should keep a relatively consistent elbow angle. The motion is sometimes compared to ""hugging a tree."" Dumbbell flyes are usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of a chest or upper-body focused workout.",Strength,Dumbbell,Chest flyes,3-4,10-15,,,Gain Muscle
Gym,Chest,Chest Isolation,Intermediate,Dumbbell chest fly,"The dumbbell chest fly is a popular exercise that targets the pectoral or chest muscles. It attempts to isolate the chest muscles, stretching and contracting them while limiting involvement of the shoulders. Unlike a press, where the elbows bend and flex, flyes should keep a relatively consistent elbow angle. The motion is sometimes compared to ""hugging a tree."" Dumbbell flyes are usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of a chest or upper-body focused workout.",Strength,Dumbbell,Cable crossovers,3-4,10-15,,,Gain Muscle
Gym,Chest,Chest Isolation,Intermediate,Dumbbell chest fly,"The dumbbell chest fly is a popular exercise that targets the pectoral or chest muscles. It attempts to isolate the chest muscles, stretching and contracting them while limiting involvement of the shoulders. Unlike a press, where the elbows bend and flex, flyes should keep a relatively consistent elbow angle. The motion is sometimes compared to ""hugging a tree."" Dumbbell flyes are usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of a chest or upper-body focused workout.",Strength,Dumbbell,Dumbbell flyes,3-4,10-15,,,Gain Muscle
